Station ID	Date time	PM2.5	PM10	NO2	CO	SO2
13250	1/8/2021 0:00	8	8	1	62	54
5507	2/8/2021 8:00			16		
11778	2/8/2021 7:00	33	33	13	1	3
12958	2/8/2021 8:00	53	45	17	3	9
12957	2/8/2021 8:00	70	57	11	8	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	2/8/2021 6:00	47	34	7	1	
13019	2/8/2021 6:00	28	21	14	4	
13026	2/8/2021 7:00	45	35	5	2	
1584	2/8/2021 8:00	27	26	11	3	38
1585	2/8/2021 8:00			4	2	6
13017	2/8/2021 6:00	52	60	7	5	
13020	2/8/2021 6:00	47	30	11	3	
13013	2/8/2021 6:00	57	53	11	4	
13014	2/8/2021 6:00	43	29		4	
13252	2/8/2021 8:00	52	62	1		1
8767	3/8/2021 8:00	53				
8688	2/8/2021 12:00	42				
8641	3/8/2021 8:00	99		10.1	0.1	5.1
13012	3/8/2021 8:00	15	12	2	2	16
12488	3/8/2021 8:00				11	
13251	3/8/2021 7:00	68	55		4	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	3/8/2021 8:00	8	1	1	55	57
5507	3/8/2021 8:00			19		
11778	3/8/2021 7:00	35	40	18	1	7
12958	3/8/2021 8:00	131	75	13	5	11
12957	3/8/2021 8:00	109	77	10	7	3
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	3/8/2021 6:00	65	54	12	1	
13019	3/8/2021 6:00	47	34	19	4	
13026	3/8/2021 7:00	84	55	8	3	
1584	3/8/2021 8:00	30	47	11	4	32
1585	3/8/2021 8:00			4	2	6
13017	3/8/2021 6:00	91	64	12	5	
13020	3/8/2021 6:00	78	51	10	2	
13013	3/8/2021 6:00	93	52	15	4	
13014	3/8/2021 6:00	66	45		4	
13252	3/8/2021 8:00	8	3	1		1
8767	9/8/2021 10:00	30				
8688	2/8/2021 12:00	42				
8641	9/8/2021 10:00	149		6	0.1	6.1
13012	9/8/2021 7:00	16	13	3	2	16
12488	9/8/2021 10:00				6	
13251	9/8/2021 10:00	79	70		4	3
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	9/8/2021 10:00	2	1	1	43	53
5507	9/8/2021 10:00			18		
11778	9/8/2021 9:00	25	24	12	1	1
12958	9/8/2021 10:00	73	54	6	2	12
12957	9/8/2021 10:00	125	100	14	9	5
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	9/8/2021 9:00	84	57	9	3	
13019	9/8/2021 9:00	84	56	20	6	
13026	9/8/2021 8:00	117	75	7	4	
1584	9/8/2021 10:00	37	31	11	1	38
1585	9/8/2021 10:00			3	2	5
13017	9/8/2021 9:00	128	82	12	9	
13020	9/8/2021 9:00	104	60	12	6	
13013	9/8/2021 9:00	121	83	16	9	
13014	9/8/2021 9:00	105	61		6	
13252	8/8/2021 10:00	69	76	1		1
8767	10/8/2021 13:00	65				
8688	2/8/2021 12:00	42				
8641	10/8/2021 13:00	65		6.9	0.1	4.6
13012	9/8/2021 7:00	16	13	3	2	16
12488	10/8/2021 13:00				2	
13251	10/8/2021 12:00	30	27		3	3
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	10/8/2021 13:00	2	1	1	38	53
5507	10/8/2021 13:00			17		
11778	10/8/2021 12:00	9	8	13	1	2
12958	10/8/2021 13:00	29	24	19	1	16
12957	10/8/2021 13:00	30	27	11	8	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	10/8/2021 12:00	18	12	8	1	
13019	10/8/2021 12:00	13	10	20	4	
13026	10/8/2021 12:00	24	21	8	3	
1584	10/8/2021 13:00	27	27	11	1	31
1585	10/8/2021 13:00			1	1	5
13017	10/8/2021 12:00	38	41	9	4	
13020	10/8/2021 12:00	23	15	8	3	
13013	10/8/2021 12:00	33	37	10	8	
13014	10/8/2021 12:00	19	13		4	
13252	8/8/2021 10:00	69	76	1		1
8767	11/8/2021 8:00	53				
8688	11/8/2021 8:00	50				
8641	11/8/2021 8:00	53		9.2	0.2	4.6
13012	11/8/2021 8:00	16	12	4	3	16
12488	11/8/2021 8:00				10	
13251	11/8/2021 7:00	18	26		4	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	11/8/2021 8:00	2	1	1	38	53
5507	11/8/2021 8:00			17		
11778	11/8/2021 7:00	13	14	11	1	1
12958	11/8/2021 8:00	32	34	18	1	6
12957	11/8/2021 8:00	53	37	6	7	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	11/8/2021 7:00	28	23	10	1	
13019	11/8/2021 7:00	29	21	21	3	
13026	11/8/2021 7:00	31	22	8	2	
1584	11/8/2021 8:00	32	29	11	3	30
1585	11/8/2021 8:00			1	2	6
13017	11/8/2021 7:00	50	52	8	3	
13020	11/8/2021 2:00	1	1	5	3	
13013	11/8/2021 7:00	56	32	21	3	
13014	11/8/2021 7:00	42	27		3	
13252	8/8/2021 10:00	69	76	1		1
8767	12/8/2021 7:00	50				
8688	12/8/2021 8:00	58				
8641	12/8/2021 7:00	61		16.5	0.2	5.1
13012	12/8/2021 8:00	5	5	5	3	16
12488	12/8/2021 8:00				8	
13251	12/8/2021 7:00	29	21		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	12/8/2021 8:00	2	1	3	37	53
5507	12/8/2021 8:00			21		
11778	12/8/2021 6:00	10	11	10	1	1
12958	12/8/2021 8:00	22	25	8	2	6
12957	12/8/2021 8:00	36	31	13	9	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	12/8/2021 6:00	38	25	11	4	
13019	12/8/2021 6:00	30	21	16	3	
13026	12/8/2021 7:00	20	11	4	2	
1584	12/8/2021 8:00	37	29	10	2	32
1585	12/8/2021 7:00			1	2	6
13017	12/8/2021 6:00	71	82	6	3	
13020	11/8/2021 2:00	1	1	5	3	
13013	12/8/2021 6:00	75	45	20	7	
13014	12/8/2021 6:00	42	27		3	
13252	8/8/2021 10:00	69	76	1		1
8767	14/8/2021 8:00 AM	34				
8688	14/8/2021 8:00 AM	71				
8641	14/8/2021 8:00 AM	80		4.6	0.1	4.6
13012	14/8/2021 8:00 AM	8	9	5	3	16
12488	14/8/2021 8:00 AM				4	
13251	14/8/2021 7:00 AM	49	51		5	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	14/8/2021 8:00 AM	2	1	2	41	53
5507	14/8/2021 8:00 AM			8		
11778	14/8/2021 7:00 AM	14	14	8	1	1
12958	14/8/2021 8:00 AM	47	54	10	1	13
12957	14/8/2021 5:00 AM	27	26	6	6	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	13/8/2021 8:00 PM	16	11	7	2	
13019	14/8/2021 7:00 AM	24	20	19	4	
13026	14/8/2021 7:00 AM	58	46	7	3	
1584	14/8/2021 8:00 AM	15	14	11	1	30
1585	14/8/2021 7:00 AM			1	1	6
13017	13/8/2021 8:00 PM	40	35	8	6	
13020	11/8/2021 2:00	1	1	5	3	
13013	13/8/2021 8:00 PM	44	45	10	7	
13014	14/8/2021 7:00 AM	38	27		5	
13252	14/8/2021 8:00 AM	85	89			1
8767	16/8/2021 8:00 AM	107				
8688	16/8/2021 8:00 AM	55				
8641	16/8/2021 8:00 AM	107		5.5	0.2	4.6
13012	16/8/2021 8:00 AM	11	11	3	2	15
12488	16/8/2021 8:00 AM				6	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	16/8/2021 8:00 AM	2	1	1	62	52
5507	16/8/2021 8:00 AM			14		
11778	15/8/2021 8:00 AM	11	12	4	1	1
12958	16/8/2021 8:00 AM	41	58	10	1	13
12957	14/8/2021 5:00 AM	27	26	6	6	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	16/8/2021 7:00 AM	56	51	9	2	
13019	16/8/2021 7:00 AM	25	21	18	5	
13026	16/8/2021 7:00 AM	39	36	5	2	
1584	16/8/2021 8:00 AM	27	18	11	1	32
1585	16/8/2021 8:00 AM			1	1	6
13017	16/8/2021 7:00 AM	70	69	9	4	
13020	16/8/2021 7:00 AM	51	33	7	7	
13013	16/8/2021 7:00 AM	80	61	26	18	
13014	16/8/2021 7:00 AM	41	29		4	
13252	16/8/2021 8:00 AM	59	91			1
8767	17/8/2021 7:00 AM	91				
8688	17/8/2021 7:00 AM	63				
8641	17/8/2021 7:00 AM	95		6	0.1	5.1
13012	17/8/2021 7:00 AM	19	14	4	4	16
12488	17/8/2021 7:00 AM				6	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	17/8/2021 7:00 AM		1	1	40	52
5507	17/8/2021 7:00 AM			11		
11778	15/8/2021 8:00 AM	11	12	4	1	1
12958	17/8/2021 7:00 AM	16	22	6	1	11
12957	17/8/2021 7:00 AM	31	28	7	7	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	16/8/2021 8:00 PM	16	10	9	1	
13019	16/8/2021 8:00 PM	15	12	21	5	
13026	17/8/2021 6:00 AM	23	19	6	2	
1584	17/8/2021 7:00 AM	23	16	11	1	34
1585	17/8/2021 7:00 AM			1	1	6
13017	16/8/2021 8:00 PM	52	37	10	5	
13020	16/8/2021 8:00 PM	27	18	12	7	
13013	16/8/2021 8:00 PM	46	60	10	10	
13014	16/8/2021 8:00 PM	19	13		5	
13252	17/8/2021 7:00 AM	46	70	1		1
8767	18/8/2021 6:00 AM	68				
8688	17/8/2021 10:00 PM	52				
8641	18/8/2021 7:00 AM	80		7.8	0.1	5.6
13012	18/8/2021 7:00 AM	32	24	5	4	16
12488	18/8/2021 7:00 AM				7	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	18/8/2021 7:00 AM		1	1	38	54
5507	18/8/2021 7:00 AM			11		
11778	18/8/2021 6:00 AM	12	16	6	1	1
12958	18/8/2021 7:00 AM	25	27	4	2	9
12957	18/8/2021 7:00 AM	31	28	5	7	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	17/8/2021 8:00 PM	11	8	10	3	
13019	17/8/2021 8:00 PM	10	9	18	5	
13026	18/8/2021 6:00 AM	27	19	7	2	
1584	18/8/2021 7:00 AM	26	16	11	1	32
1585	18/8/2021 6:00 AM			1	1	6
13017	17/8/2021 8:00 PM	38	39	11	5	
13020	17/8/2021 8:00 PM	10	8	10	5	
13013	17/8/2021 8:00 PM	37	33	12	23	
13014	17/8/2021 8:00 PM	11	9		5	
13252	18/8/2021 7:00 AM	41	70	1		1
8767	19/8/2021 1:00 PM	76				
8688	17/8/2021 10:00 PM	52				
8641	19/8/2021 1:00 PM	55		6.4	0.1	5.1
13012	19/8/2021 1:00 PM	14	12	3	2	15
12488	19/8/2021 1:00 PM				1	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	19/8/2021 1:00 PM		1	1	39	53
5507	19/8/2021 1:00 PM			7		
11778	19/8/2021 12:00 PM	12	13	4	1	12
12958	19/8/2021 1:00 PM	29	27	3	1	13
12957	19/8/2021 1:00 PM	31	28	2	6	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	19/8/2021 11:00 AM	19	13	6	2	
13019	19/8/2021 11:00 AM	10	9	24	4	
13026	19/8/2021 11:00 AM	20	29	9	2	
1584	19/8/2021 1:00 PM	30	19	11	1	34
1585	19/8/2021 1:00 PM			1	1	5
13017	19/8/2021 11:00 AM	40	36	12	4	
13020	19/8/2021 11:00 AM	10	8	8	4	
13013	19/8/2021 11:00 AM	32	52	30	21	
13014	19/8/2021 11:00 AM	13	11		4	
13252	19/8/2021 1:00 PM	45	88	1		1
8767	21/8/2021 7:00 AM	78				
8688	17/8/2021 10:00 PM	52				
8641	21/8/2021 8:00 AM	72		5.5	0.1	4.6
13012	21/8/2021 8:00 AM	17	13	3	2	16
12488	21/8/2021 8:00 AM				7	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	21/8/2021 8:00 AM		1	1	40	53
5507	21/8/2021 8:00 AM			7		
11778	21/8/2021 1:00 AM	13	15	4	1	16
12958	21/8/2021 8:00 AM	31	40	7	1	12
12957	20/8/2021 2:00 PM	29	4	5	7	3.6
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	21/8/2021 7:00 AM	42	31	10	1	
13019	21/8/2021 6:00 AM	26	20	19	4	
13026	21/8/2021 7:00 AM	50	45	10	2	
1584	21/8/2021 8:00 AM	32	20	11	1	31
1585	20/8/2021 1:00 PM			1	1	6
13017	21/8/2021 7:00 AM	58	58	13	3	
13020	21/8/2021 6:00 AM	40	27	13	3	
13013	21/8/2021 7:00 AM	62	50	26	17	
13014	21/8/2021 6:00 AM	35	25		5	
13252	19/8/2021 7:00 PM	64	103	1		1
8767	23/8/2021 8:00 AM	70				
8688	17/8/2021 10:00 PM	52				
8641	23/8/2021 8:00 AM	63		2.8	0.1	4.6
13012	23/8/2021 8:00 AM	8	10	5	3	16
12488	23/8/2021 8:00 AM				6	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	23/8/2021 8:00 AM	2	1	3	39	3.2
5507	23/8/2021 8:00 AM			8		
11778	23/8/2021 7:00 AM	15	14	4	1	18
12958	23/8/2021 8:00 AM	48	53	8	1	12
12957	23/8/2021 8:00 AM			3	7	5
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	23/8/2021 7:00 AM	21	14	9	1	
13019	23/8/2021 7:00 AM	22	19	14	3	
13026	23/8/2021 7:00 AM	50	44	10	3	
1584	23/8/2021 8:00 AM	29	20	11	1	31
1585	23/8/2021 7:00 AM			1	1	6
13017	23/8/2021 7:00 AM	45	52	7	3	
13020	23/8/2021 7:00 AM	38	27	10	3	
13013	23/8/2021 7:00 AM	59	58	18	7	
13014	23/8/2021 7:00 AM	33	25		5	
13252	19/8/2021 7:00 PM	64	103	1		1
8767	26/8/2021 8:00 AM	65				
8688	17/8/2021 10:00 PM	52				
8641	26/8/2021 8:00 AM	42		6.4	0.1	5.1
13012	26/8/2021 8:00 AM	10	8	3	2	16
12488	26/8/2021 8:00 AM				7	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	26/8/2021 9:00 AM	23	1	1	53	1.6
5507	26/8/2021 8:00 AM			12		
11778	26/8/2021 7:00 AM	7	8	8	1	19
12958	26/8/2021 8:00 AM	19	18	9	1	12
12957	26/8/2021 8:00 AM			5	7	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	25/8/2021 8:00 PM	19	14	14	2	
13019	25/8/2021 8:00 PM	16	13	20	3	
13026	26/8/2021 1:00 AM	35	29	7	1	
1584	26/8/2021 8:00 AM	25	16	11	1	35
1585	26/8/2021 8:00 AM			1	1	6
13017	25/8/2021 8:00 PM	40	41	8	3	
13020	25/8/2021 8:00 PM	22	17	9	3	
13013	25/8/2021 8:00 PM	43	36	28	16	
13014	25/8/2021 8:00 PM	24	17		3	
13252	19/8/2021 7:00 PM	64	103	1		1
8767	27/8/2021 7:00 AM	50				
8688	17/8/2021 10:00 PM	52				
8641	27/8/2021 7:00 AM	63		10.1	0.1	5.6
13012	27/8/2021 7:00 AM	14	13	3	2	16
12488	27/8/2021 8:00 AM				5	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	26/8/2021 11:00 PM	23	1	1	43	1.7
5507	27/8/2021 7:00 AM			10		
11778	27/8/2021 6:00 AM	13	16	8	1	19
12958	27/8/2021 7:00 AM	38	32	7	1	11
12957	27/8/2021 8:00 AM			5	7	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	25/8/2021 8:00 PM	19	14	14	2	
13019	25/8/2021 8:00 PM	16	13	20	3	
13026	26/8/2021 1:00 AM	35	29	7	1	
1584	27/8/2021 7:00 AM	32	18	11	1	36
1585	27/8/2021 7:00 AM			1	1	6
13017	25/8/2021 8:00 PM	40	41	8	3	
13020	25/8/2021 8:00 PM	22	17	9	3	
13013	25/8/2021 8:00 PM	43	36	28	16	
13014	25/8/2021 8:00 PM	24	17		3	
13252	19/8/2021 7:00 PM	64	103	1		1
8767	28/8/2021 7:00 AM	57				
8688	17/8/2021 10:00 PM	52				
8641	28/8/2021 8:00 AM	46		8.3	0.1	5.1
13012	28/8/2021 8:00 AM	9	8	2	1	16
12488	28/8/2021 8:00 AM				6	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	28/8/2021 8:00 AM	18	1	1	38	1.7
5507	28/8/2021 8:00 AM			10		
11778	28/8/2021 7:00 AM	11	13	9	1	21
12958	28/8/2021 8:00 AM	21	17	4	1	11
12957	28/8/2021 8:00 AM			7	7	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	25/8/2021 8:00 PM	19	14	14	2	
13019	25/8/2021 8:00 PM	16	13	20	3	
13026	26/8/2021 1:00 AM	35	29	7	1	
1584	28/8/2021 8:00 AM	18	11	11	1	35
1585	28/8/2021 7:00 AM			1	1	6
13017	25/8/2021 8:00 PM	40	41	8	3	
13020	25/8/2021 8:00 PM	22	17	9	3	
13013	25/8/2021 8:00 PM	43	36	28	16	
13014	25/8/2021 8:00 PM	24	17		3	
13252	19/8/2021 7:00 PM	64	103	1		1
8767	31/8/2021 7:00 AM	68				
8688	17/8/2021 10:00 PM	52				
8641	31/8/2021 7:00 AM	124		9.2	0.1	5.1
13012	31/8/2021 7:00 AM	26	18	4	2	16
12488	31/8/2021 8:00 AM				10	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	31/8/2021 8:00 AM	2	1	3	45	1.9
5507	31/8/2021 7:00 AM			10		
11778	31/8/2021 6:00 AM	21	25	11	2	24
12958	31/8/2021 7:00 AM	79	53	8	2	12
12957	31/8/2021 7:00 AM			11	7	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	30/8/2021 8:00 PM	30	20	10	1	
13019	30/8/2021 8:00 PM	24	18	19	4	
13026	31/8/2021 7:00 AM	32	29	12	2	
1584	31/8/2021 7:00 AM	29	20	11	1	34
1585	31/8/2021 7:00 AM			1	1	6
13017	30/8/2021 8:00 PM	40	53	9	4	
13020	30/8/2021 8:00 PM	34	21	7	3	
13013	30/8/2021 8:00 PM	53	60	24	15	
13014	30/8/2021 8:00 PM	35	23		5	
13252	19/8/2021 7:00 PM	64	103	1		1
8767	1/9/2021 7:00	25				
8688	17/8/2021 10:00 PM	52				
8641	1/9/2021 7:00	127		6.9	0.1	5.1
13012	1/9/2021 7:00	18	16	4	2	17
12488	1/9/2021 7:00				8	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	1/9/2021 7:00	2	1	2	41	1.9
5507	1/9/2021 7:00			14		
11778	1/9/2021 6:00	15	18	9	1	23
12958	1/9/2021 7:00	80	52	5	2	12
12957	1/9/2021 7:00			8	7	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	1/9/2021 6:00	59	47	13	1	
13019	1/9/2021 6:00	33	26	22	4	
13026	1/9/2021 6:00	35	37	10	2	
1584	1/9/2021 7:00	35	24	10	1	35
1585	1/9/2021 6:00			1	1	6
13017	1/9/2021 6:00	83	63	13	6	
13020	1/9/2021 6:00	49	33	15	3	
13013	1/9/2021 6:00	92	67	21	24	
13014	1/9/2021 6:00	58	41		4	
13252	19/8/2021 7:00 PM	64	103	1		1
8767	4/9/2021 13:00	42				
8688	17/8/2021 10:00 PM	52				
8641	4/9/2021 14:00	76		3.2	0.1	4.6
13012	4/9/2021 14:00	4	4	2	1	15
12488	4/9/2021 14:00				2	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	4/9/2021 14:00	2	1	3	38	1
5507	4/9/2021 14:00			6		
11778	4/9/2021 13:00	9	9	4	1	23
12958	4/9/2021 14:00	35	34	5	1	3
12957	4/9/2021 14:00			1	5	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	4/9/2021 12:00	23	13	3	1	
13019	4/9/2021 12:00	22	16	24	3	
13026	4/9/2021 13:00	42	23	10	2	
1584	4/9/2021 14:00	16	14	11	1	36
1585	4/9/2021 14:00			1	1	6
13017	4/9/2021 12:00	63	51	14	4	
13020	4/9/2021 12:00	22	15	5	5	
13013	4/9/2021 12:00	62	53	11	8	
13014	4/9/2021 12:00	30	20		4	
13252	19/8/2021 7:00 PM	64	103	1		1
8767	6/9/2021 8:00	34				
8688	17/8/2021 10:00 PM	52				
8641	6/9/2021 8:00	82		7.4	0.1	5.1
13012	6/9/2021 8:00	8	9	2	1	16
12488	6/9/2021 8:00				8	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	6/9/2021 8:00	2	1	1	38	0.3
5507	6/9/2021 8:00			13		
11778	6/9/2021 7:00	17	22	12	2	24
12958	6/9/2021 8:00	110	63	5	4	3
12957	6/9/2021 8:00			7	7	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	6/9/2021 6:00	40	29	7	1	
13019	6/9/2021 6:00	28	22	19	3	
13026	6/9/2021 7:00	48	34	8	2	
1584	6/9/2021 8:00	18	11	10	2	35
1585	6/9/2021 8:00			1	1	6
13017	6/9/2021 6:00	45	51	11	4	
13020	6/9/2021 6:00	49	31	9	3	
13013	6/9/2021 6:00	63	64	19	14	
13014	6/9/2021 6:00	37	28		3	
13252	19/8/2021 7:00 PM	64	103	1		1
8767	8/9/2021 9:00	21				
8688	17/8/2021 10:00 PM	52				
8641	8/9/2021 9:00	95		7.4	0.1	5.6
13012	8/9/2021 9:00	13	14	6	3	17
12488	8/9/2021 9:00				4	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	8/9/2021 7:00	2	1	1	47	0.1
5507	8/9/2021 9:00			11		
11778	8/9/2021 8:00	10	12	5	1	20
12958	8/9/2021 9:00	45	37	3	2	4
12957	8/9/2021 9:00			6	5	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	8/9/2021 8:00	42	27	18	1	
13019	8/9/2021 8:00	39	28	25	5	
13026	8/9/2021 8:00	44	43	15	2	
1584	8/9/2021 9:00	21	14	11	2	36
1585	8/9/2021 8:00			1	1	6
13017	8/9/2021 8:00	64	62	9	7	
13020	8/9/2021 8:00	65	42	10	3	
13013	8/9/2021 8:00	63	52	31	18	
13014	8/9/2021 8:00	46	31		5	
13252	19/8/2021 7:00 PM	64	103	1		1
8767	10/9/2021 15:00	38				
8688	17/8/2021 10:00 PM	52				
8641	10/9/2021 15:00	65		6.4	0.1	5.1
13012	10/9/2021 16:00	4	6	4	2	16
12488	10/9/2021 16:00				9	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	10/9/2021 16:00	184	152	4	40	0.7
5507	10/9/2021 16:00			12		
11778	10/9/2021 14:00	8	10	2	2	23
12958	10/9/2021 16:00	38	32	3	1	13
12957	10/9/2021 16:00			2	4	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	10/9/2021 14:00	22	16	4	1	
13019	10/9/2021 14:00	16	13	17	3	
13026	10/9/2021 15:00	55	37	5	2	
1584	10/9/2021 16:00	23	15	11	2	34
1585	10/9/2021 15:00			1	2	6
13017	10/9/2021 14:00	57	41	10	5	
13020	9/9/2021 2:00	1	1	10	13	
13013	10/9/2021 14:00	60	54	17	7	
13014	10/9/2021 14:00	23	16		3	
13252	19/8/2021 7:00 PM	64	103	1		1
8767	17/9/2021 12:00 PM	50				
8688	17/8/2021 10:00 PM	52				
8641	17/9/2021 1:00 PM	55		10.1	0.1	5.1
13012	17/9/2021 1:00 PM	16	13	4	1	15
12488	17/9/2021 1:00 PM				2	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	17/9/2021 1:00 PM	10	1	1	44	53
5507	17/9/2021 1:00 PM			12		
11778	17/9/2021 1:00 AM	13	17	4	1	23
12958	17/9/2021 1:00 PM	18	23	9	3	15
12957	17/9/2021 1:00 PM			1	5	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	17/9/2021 11:00 AM	28	22	8	1	
13019	17/9/2021 11:00 AM	25	19	25	5	
13026	17/9/2021 12:00 PM	38	25	12	2	
1584	17/9/2021 1:00 PM	33	24	11	1	35
1585	17/9/2021 12:00 PM			1	1	6
13017	17/9/2021 11:00 AM	51	45	8	4	
13020	17/9/2021 11:00 AM	50	31	9	6	
13013	17/9/2021 11:00 AM	52	53	19	9	
13014	17/9/2021 11:00 AM	27	19		4	
13252	17/9/2021 1:00 PM	52	109			1
8767	21/9/2021 10:00 AM	25				
8688	17/8/2021 10:00 PM	52				
8641	21/9/2021 9:00 AM	160		8.3	0.1	6.6
13012	21/9/2021 10:00 AM	10	9	5	3	16
12488	21/9/2021 10:00 AM				4	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	21/9/2021 10:00 AM	10	1	1	55	53
5507	21/9/2021 10:00 AM			10		
11778	17/9/2021 1:00 AM	13	17	4	1	23
12958	21/9/2021 10:00 AM	38	37	5	1	13
12957	21/9/2021 10:00 AM			8	6	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	21/9/2021 7:00 AM	69	51	8	1	
13019	21/9/2021 7:00 AM	86	56	16	5	
13026	21/9/2021 9:00 AM	107	59	11	4	
1584	21/9/2021 10:00 AM	18	12	11	1	33
1585	21/9/2021 10:00 AM			1	2	6
13017	21/9/2021 7:00 AM	119	84	16	7	
13020	21/9/2021 7:00 AM	28	66	15	6	
13013	21/9/2021 7:00 AM	100	70	31	33	
13014	21/9/2021 7:00 AM	105	58		6	
13252	21/9/2021 10:00 AM	86	127			2
8767	23/9/2021 3:00 PM	50				
8688	17/8/2021 10:00 PM	52				
8641	23/9/2021 3:00 PM	59		7.4	0.1	5.1
13012	23/9/2021 4:00 PM	7	6	5	3	18
12488	23/9/2021 4:00 PM				6	
13251	15/8/2021 2:00 PM	69	1		3	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	23/9/2021 4:00 PM	2	1	2	45	54
5507	23/9/2021 4:00 PM			11		
11778	23/9/2021 2:00 PM	14	21	8	1	37
12958	23/9/2021 4:00 PM	35	30	4	1	7
12957	23/9/2021 4:00 PM			4	5	5
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	23/9/2021 2:00 PM	30	21	4	1	
13019	23/9/2021 2:00 PM	19	13	19	3	
13026	23/9/2021 3:00 PM	44	36	8	2	
1584	23/9/2021 3:00 PM	10	6	10	1	34
1585	23/9/2021 3:00 PM			1	3	7
13017	23/9/2021 2:00 PM	89	53	12	8	
13020	23/9/2021 2:00 PM	22	15	8	3	
13013	23/9/2021 2:00 PM	91	71	15	4	
13014	23/9/2021 2:00 PM	29	19		4	
13252	23/9/2021 4:00 PM	57	113			1
8767	30/9/2021 1:00 PM	53				
8688	17/8/2021 10:00 PM	52				
8641	30/9/2021 1:00 PM	93		9.2	0.1	5.6
13012	30/9/2021 1:00 PM	14	12	3	2	15
12488	29/9/2021 4:00 PM				4	
13251	30/9/2021 12:00 PM				6	
12976	28/6/2021 10:00 PM	67	53	12	5	9
13250	30/9/2021 1:00 PM		1	2	46	55
5507	30/9/2021 1:00 PM			9		
11778	30/9/2021 1:00 PM	25	26	3	1	17
12958	30/9/2021 1:00 PM	63	52	2	1	8
12957	30/9/2021 1:00 PM			2	5	4
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	30/9/2021 11:00 AM	65	47	7	2	
13019	30/9/2021 11:00 AM	78	52	29	8	
