Station ID	Date time	PM2.5	PM10	NO2	CO	SO2
12957	2/3/2021 14:00	28	23	4	4	3
13015	2/3/2021 13:00	63	50	19	20	
13018	2/3/2021 13:00	40	28	11	4	
13019	2/3/2021 13:00	39	36	20	6	
13026	25/2/2021 8:00 PM	1	54	59	2	1
1584	2/3/2021 13:00			1	3	7
1585	2/3/2021 14:00			1	1	4
13017	2/3/2021 13:00	62	56	16	10	
13020	2/3/2021 13:00	42	35	12	7	
13013	2/3/2021 13:00	68	57	11	8	
13014	2/3/2021 13:00	44	32		6	
13252	2/3/2021 14:00	48	80			
8767	3/3/2021 18:00	65				
8688	3/3/2021 18:00					
8641	3/3/2021 18:00	153		7.8	0.2	3.6
13012	3/3/2021 18:00	28	24	6	3	2
12488	3/3/2021 18:00	26	20		3	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	3/3/2021 18:00	54	32	20	6	6
13250	3/3/2021 18:00	21	2	4	32	127
5507	3/3/2021 18:00	21	11			
11778	3/3/2021 17:00	2	2	11	8	4
12958	3/3/2021 18:00	26	20	1	5	4
12957	3/3/2021 18:00	75	45	10	4	2
13015	3/3/2021 17:00	121	87	22	27	
13018	3/3/2021 17:00	83	56	10	6	
13019	3/3/2021 17:00	106	65	29	13	
13026	3/3/2021 17:00	112	80	13	7	1
1584	3/3/2021 9:00			1	9	7
1585	3/3/2021 18:00			2	2	4
13017	3/3/2021 17:00	122	87	18	10	
13020	3/3/2021 17:00	82	55	18	9	
13013	3/3/2021 17:00	123	89	23	15	
13014	3/3/2021 17:00	82	54		9	
13252	3/3/2021 18:00	109	115			
8767	5/3/2021 14:00	50				
8688	5/3/2021 14:00					
8641	5/3/2021 14:00	122		7.8	0.2	3.6
13012	5/3/2021 14:00	26	21	5	2	2
12488	5/3/2021 14:00	51	72		7	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	5/3/2021 14:00	54	32	10	5	4
13250	5/3/2021 14:00	40	8	2	34	23
5507	5/3/2021 14:00	18	10			
11778	5/3/2021 13:00	6	4	22	6	23
12958	5/3/2021 14:00	26	20	2	4	4
12957	5/3/2021 14:00	38	25	12	4	1
13015	5/3/2021 14:00	118	85	25	22	
13018	5/3/2021 14:00	84	58	13	8	
13019	5/3/2021 13:00	100	61	22	9	
13026	5/3/2021 14:00	86	69	19	10	1
1584	3/3/2021 9:00			1	9	7
1585	5/3/2021 14:00			1	1	4
13017	5/3/2021 14:00	111	80	19	15	
13020	5/3/2021 14:00	86	73	18	9	
13013	5/3/2021 14:00	115	76	18	12	
13014	5/3/2021 14:00	96	58		9	
13252	5/3/2021 15:00	47	109			
8767	8/3/2021 15:00	82				
8688	8/3/2021 15:00					
8641	8/3/2021 15:00	139		7.4	0.2	4.1
13012	8/3/2021 15:00	24	20	6	2	2
12488	8/3/2021 15:00	6	13		4	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	8/3/2021 14:00			8	4	3
13250	8/3/2021 15:00	30	10	3	40	41
5507	8/3/2021 14:00	35	19			
11778	8/3/2021 14:00	31	21	17	6	6
12958	8/3/2021 14:00	26	20	2	3	4
12957	8/3/2021 15:00	73	44	12	4	2
13015	8/3/2021 14:00	116	76	24	30	
13018	8/3/2021 14:00	19	14	9	4	
13019	8/3/2021 14:00	97	59	20	7	
13026	8/3/2021 14:00	121	87	16	9	1
1584	3/3/2021 9:00			1	9	7
1585	8/3/2021 14:00			1	2	4
13017	8/3/2021 14:00	131	81	17	12	
13020	8/3/2021 14:00	52	37	8	5	
13013	8/3/2021 14:00	135	82	23	18	
13014	8/3/2021 14:00	122	66		9	
13252	8/3/2021 15:00	6	9			3
8767	14/3/2021 7:00 PM	78				
8688	14/3/2021 7:00 PM					
8641	14/3/2021 7:00 PM	119		7.8	0.1	3.6
13012	14/3/2021 7:00 PM	58	44	5	2	3
12488	14/3/2021 7:00 PM	35	45		5	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	14/3/2021 7:00 PM			8	3	5
13250	14/3/2021 3:00 PM	47	7	3	34	99
5507	14/3/2021 6:00 PM	35	21			
11778	14/3/2021 11:00 AM	28	21	9	4	6
12958	12/3/2021 12:00			8	2	6
12957	14/3/2021 7:00 PM	69	49	3	4	1
13015	14/3/2021 6:00 PM	88	68	23	37	
13018	14/3/2021 6:00 PM	65	45	10	5	
13019	14/3/2021 6:00 PM	70	56	36	7	
13026	14/3/2021 6:00 PM	82	57	21	3	1
1584	14/3/2021 7:00 PM			11	4	15
1585	14/3/2021 7:00 PM			2	2	4
13017	14/3/2021 6:00 PM	91	71	20	12	
13020	14/3/2021 6:00 PM	62	47	10	8	
13013	14/3/2021 6:00 PM	86	68	20	14	
13014	14/3/2021 6:00 PM	70	54		6	
13252	14/3/2021 7:00 PM	1	2			2
8767	16/3/2021 3:00 PM	78				
8688	16/3/2021 3:00 PM					
8641	16/3/2021 3:00 PM	80		6.9	0.1	3.6
13012	16/3/2021 3:00 PM	104	60	15	5	2
12488	16/3/2021 2:00 PM	32	30		6	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	16/3/2021 2:00 PM			8	3	5
13250	15/3/2021 5:00 AM	29	7	6	32	40
5507	16/3/2021 2:00 PM	24	13			
11778	16/3/2021 2:00 PM	22	15	7	4	4
12958	12/3/2021 12:00			8	2	6
12957	16/3/2021 3:00 PM	55	39	8	4	1
13015	16/3/2021 2:00 PM	57	52	29	27	
13018	16/3/2021 2:00 PM	52	37	5	3	
13019	16/3/2021 2:00 PM	91	57	24	8	
13026	16/3/2021 2:00 PM	66	56	15	5	1
1584	16/3/2021 3:00 PM			11	2	19
1585	16/3/2021 3:00 PM			1	2	4
13017	16/3/2021 2:00 PM	97	67	12	6	
13020	16/3/2021 2:00 PM	40	31	4	2	
13013	16/3/2021 2:00 PM	105	73	14	10	
13014	16/3/2021 2:00 PM	91	59		7	
13252	16/3/2021 3:00 PM	87	150			4
8767	24/3/2021 3:00 PM	59				
8688	24/3/2021 3:00 PM	160				
8641	24/3/2021 3:00 PM	190		9.2	0.1	9.2
13012	24/3/2021 3:00 PM	11	14	7	3	2
12488	24/3/2021 3:00 PM	10	8		11	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	21/3/2021 2:00 AM	57	36	6	3	5
13250	24/3/2021 3:00 PM	103	23	2	32	45
5507	24/3/2021 2:00 PM	24	14			
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	24/3/2021 3:00 PM	85	66	9	3	10
12957	24/3/2021 3:00 PM	132	89	16	4	23
13015	24/3/2021 2:00 PM	133	94	25	18	
13018	24/3/2021 2:00 PM	71	51	8	4	
13019	24/3/2021 2:00 PM	91	62	20	11	
13026	24/3/2021 2:00 PM	10	8	25	10	1
1584	24/3/2021 3:00 PM	47	32	11	3	21
1585	24/3/2021 3:00 PM			8	5	4
13017	24/3/2021 2:00 PM	111	81	15	7	
13020	24/3/2021 2:00 PM	64	46	8	4	
13013	24/3/2021 2:00 PM	127	90	17	11	
13014	24/3/2021 2:00 PM	91	58		10	
13252	24/3/2021 3:00 PM	157	145			20
8767	29/3/2021 9:00 AM	57				
8688	29/3/2021 9:00 AM	164				
8641	29/3/2021 9:00 AM	155		6.9	0.1	4.1
13012	29/3/2021 9:00 AM	108	68	12	5	3
12488	29/3/2021 9:00 AM	10	8		7	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	27/3/2021 9:00 PM	50	38	8	3	6
13250	29/3/2021 10:00 AM	154	59	1	34	46
5507	29/3/2021 9:00 AM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	27/3/2021 9:00 PM	25	20	29	4	4
12957	26/3/2021 6:00 PM	25	17	8	4	1
13015	26/3/2021 5:00 PM	133	95	44	28	
13018	28/3/2021 4:00 AM	72	53	10	1	
13019	29/3/2021 5:00 AM	96	58	24	3	
13026	28/3/2021 7:00 AM	46	53	41	1	1
1584	29/3/2021 10:00 AM	113	62	10	7	20
1585	29/3/2021 9:00 AM			6	6	4
13017	25/3/2021 8:00 PM	153	99	28	15	
13020	28/3/2021 4:00 AM	66	55	4	2	
13013	28/3/2021 12:00 AM	28	25	19	8	
13014	26/3/2021 6:00 AM	108	69		5	
13252	29/3/2021 10:00 AM	100	112	9		3
8767	31/3/2021 2:00 PM	114				
8688	31/3/2021 3:00 PM	154				
8641	31/3/2021 2:00 PM	158		8.3	0.2	4.1
13012	31/3/2021 3:00 PM	106	62	11	4	1
12488	31/3/2021 3:00 PM				7	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	31/3/2021 3:00 PM	115	74	10	4	6
13250	31/3/2021 3:00 PM	51	7	3	38	31
5507	31/3/2021 2:00 PM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	31/3/2021 3:00 PM	39	35	12	2	4
12957	31/3/2021 3:00 PM	110	61	5	5	1
13015	30/3/2021 7:00 PM	138	98	48	56	
13018	30/3/2021 6:00 PM	98	63	15	10	
13019	30/3/2021 7:00 PM	123	79	37	22	
13026	30/3/2021 7:00 PM	128	85	60	11	2
1584	31/3/2021 3:00 PM	69	44	11	3	20
1585	31/3/2021 2:00 PM			5	3	4
13017	30/3/2021 6:00 PM	137	97	25	15	
13020	30/3/2021 7:00 PM	91	60	15	8	
13013	30/3/2021 7:00 PM	139	98	31	20	
13014	30/3/2021 7:00 PM	103	63		15	
13252	31/3/2021 3:00 PM	167	151	12		2
8767	1/4/2021 20:00	95				
8688	1/4/2021 20:00	90				
8641	1/4/2021 20:00	107		7.4	0.2	4.1
13012	1/4/2021 20:00	122	74	30	10	1
12488	1/4/2021 20:00				11	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	1/4/2021 20:00	94	73	6	3	6
13250	1/4/2021 20:00	146	43	4	34	53
5507	1/4/2021 19:00					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	1/4/2021 20:00	27	25	10	2	3
12957	1/4/2021 20:00	60	43	5	5	1
13015	1/4/2021 9:00	46	44	22	12	
13018	1/4/2021 9:00	71	57	9	3	
13019	1/4/2021 9:00	91	62	24	11	
13026	1/4/2021 9:00	76	70	28	8	1
1584	1/4/2021 20:00	58	37	11	6	21
1585	1/4/2021 20:00			2	2	4
13017	1/4/2021 9:00	98	71	15	8	
13020	1/4/2021 9:00	44	38	6	2	
13013	1/4/2021 9:00	94	71	16	9	
13014	1/4/2021 9:00	88	61		11	
13252	1/4/2021 20:00	190	169	16		1
8767	5/4/2021 19:00	82				
8688	5/4/2021 19:00	176				
8641	5/4/2021 19:00	168		8.3	0.2	4.6
13012	5/4/2021 20:00	44	37	5	2	11
12488	5/4/2021 20:00				6	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	4/4/2021 2:00	114	63	6	5	6
13250	5/4/2021 20:00	170	83	3	31	58
5507	5/4/2021 19:00					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	5/4/2021 19:00	62	46	19	5	4
12957	5/4/2021 20:00	130	73	15	5	3
13015	5/4/2021 17:00	131	94	38	34	
13018	5/4/2021 17:00	109	64	10	6	
13019	5/4/2021 17:00	123	77	31	17	
13026	5/4/2021 17:00	127	91	37	7	1
1584	5/4/2021 20:00	35	22	11	7	22
1585	5/4/2021 19:00			4	3	4
13017	5/4/2021 17:00	132	94	18	11	
13020	5/4/2021 17:00	92	59	9	5	
13013	5/4/2021 17:00	128	93	22	18	
13014	5/4/2021 17:00	120	73		13	
13252	5/4/2021 20:00	83	110	3		2
8767	6/4/2021 19:00	72				
8688	6/4/2021 19:00	142				
8641	6/4/2021 19:00	87		8.7	0.2	4.1
13012	6/4/2021 19:00	42	34	4	2	11
12488	6/4/2021 19:00				9	
13251	26/2/2021 3:00 PM	0	0	0	0	0
12976	4/4/2021 2:00	114	63	6	5	6
13250	6/4/2021 19:00	161	76	1	32	55
5507	6/4/2021 19:00					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	6/4/2021 19:00	43	49	35	4	5
12957	6/4/2021 19:00	51	39	5	4	2
13015	6/4/2021 18:00	101	75	23	31	
13018	6/4/2021 18:00	71	53	10	6	
13019	6/4/2021 18:00	78	55	33	11	
13026	6/4/2021 18:00	86	56	22	4	1
1584	6/4/2021 19:00	50	33	10	5	20
1585	6/4/2021 19:00			3	3	4
13017	6/4/2021 18:00	99	75	16	10	
13020	6/4/2021 18:00	69	49	9	5	
13013	6/4/2021 18:00	102	76	19	16	
13014	6/4/2021 18:00	70	50		8	
13252	6/4/2021 19:00	114	128	11		2
8767	11/4/2021 1:00	82				
8688	11/4/2021 1:00	153				
8641	11/4/2021 1:00	157		6.9	0.1	5.6
13012	7/4/2021 9:00	49	37	3	2	11
12488	11/4/2021 2:00				4	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	4/4/2021 2:00	114	63	6	5	6
13250	11/4/2021 2:00	92	45	2	34	54
5507	11/4/2021 1:00					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	11/4/2021 1:00	40	31	9	4	3
12957	11/4/2021 2:00	84	55	16	6	4
13015	10/4/2021 21:00	84	64	45	40	
13018	10/4/2021 21:00	22	15	15	7	
13019	10/4/2021 21:00	154	85	24	17	
13026	10/4/2021 21:00	104	81	54	12	2
1584	11/4/2021 2:00	41	22	11	1	20
1585	11/4/2021 1:00			3	2	4
13017	10/4/2021 21:00	147	96	25	24	
13020	10/4/2021 21:00	88	57	13	8	
13013	10/4/2021 21:00	164	111	31	21	
13014	10/4/2021 21:00	130	75		15	
13252	11/4/2021 2:00	37	27	1		2
8767	15/4/2021 5:00 PM	89				
8688	14/4/2021 5:47 PM	62				
8641	15/4/2021 5:00 PM	78		7.8	0.3	4.1
13012	7/4/2021 9:00	49	37	3	2	11
12488	15/4/2021 6:00 PM				7	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	15/4/2021 6:00 PM	50	46	9	4	7
13250	15/4/2021 6:00 PM	255	285	1	34	57
5507	15/4/2021 5:00 PM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	15/4/2021 5:00 PM	79	83	5	2	3
12957	15/4/2021 6:00 PM	22	26	5	4	2
13015	15/4/2021 3:00 PM	52	50	23	12	
13018	15/4/2021 3:00 PM	31	27	6	2	
13019	15/4/2021 5:00 PM	41	35	23	8	
13026	12/4/2021 5:00	1	1	27	6	1
1584	15/4/2021 6:00 PM	30	19	11	3	22
1585	15/4/2021 5:00 PM			6	5	4
13017	15/4/2021 5:00 PM	15	14	12	8	
13020	15/4/2021 2:00 PM	12	10	6	2	
13013	15/4/2021 2:00 PM	60	53	13	8	
13014	15/4/2021 5:00 PM	48	37		5	
13252	15/4/2021 6:00 PM	106	169	1		2
8767	16/4/2021 1:00 PM	80				
8688	14/4/2021 5:47 PM	62				
8641	16/4/2021 1:00 PM	102		7.4	0.1	4.1
13012	16/4/2021 10:00 AM	60	43	10	4	11
12488	16/4/2021 1:00 PM				7	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	16/4/2021 1:00 PM	28	31	9	2	8
13250	16/4/2021 1:00 PM	243	252	2	33	52
5507	16/4/2021 12:00 PM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	16/4/2021 1:00 PM	43	51	4	1	4
12957	16/4/2021 1:00 PM	18	16	1	4	3
13015	16/4/2021 12:00 PM	62	59	23	20	
13018	16/4/2021 12:00 PM	22	16	5	3	
13019	16/4/2021 12:00 PM	36	31	21	6	
13026	12/4/2021 5:00	1	1	27	6	1
1584	16/4/2021 1:00 PM	46	29	11	2	21
1585	16/4/2021 1:00 PM			1	1	4
13017	16/4/2021 12:00 PM	40	38	12	5	
13020	16/4/2021 12:00 PM	26	16	4	2	
13013	16/4/2021 12:00 PM	61	59	20	13	
13014	16/4/2021 12:00 PM	45	35		7	
13252	16/4/2021 1:00 PM	115	129			2
8767	18/4/2021 7:00 PM	65				
8688	18/4/2021 8:00 PM	121				
8641	18/4/2021 8:00 PM	153		7.4	0.2	5.1
13012	18/4/2021 8:00 PM	116	64	20	7	11
12488	18/4/2021 8:00 PM				7	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	18/4/2021 8:00 PM	83	54	7	6	9
13250	18/4/2021 8:00 PM	12	3	2	37	60
5507	18/4/2021 7:00 PM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	18/4/2021 8:00 PM	128	72	8	4	4
12957	18/4/2021 8:00 PM	75	58	20	6	9
13015	18/4/2021 6:00 PM	122	86	26	19	
13018	18/4/2021 6:00 PM	64	49	9	4	
13019	18/4/2021 6:00 PM	124	74	39	19	
13026	12/4/2021 5:00	1	1	27	6	1
1584	18/4/2021 8:00 PM	32	20	11	9	22
1585	18/4/2021 7:00 PM			1	1	4
13017	18/4/2021 6:00 PM	121	83	18	12	
13020	18/4/2021 6:00 PM	65	52	6	3	
13013	18/4/2021 6:00 PM	128	84	19	9	
13014	18/4/2021 6:00 PM	117	81		14	
13252	18/4/2021 6:00 AM	41	74			2
8767	23/4/2021 1:00 PM	50				
8688	23/4/2021 2:00 PM	54				
8641	23/4/2021 1:00 PM	87		6.9	0.1	4.1
13012	23/4/2021 2:00 PM	28	23	9	3	11
12488	23/4/2021 2:00 PM				5	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	23/4/2021 1:00 PM	43	42	11	3	7
13250	23/4/2021 2:00 PM	157	115	2	33	61
5507	23/4/2021 1:00 PM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	22/4/2021 9:00 PM	54	56	6	2	8
12957	23/4/2021 2:00 PM	28	26	2	5	1
13015	23/4/2021 1:00 PM	48	47	30	21	
13018	23/4/2021 1:00 PM	22	17	5	2	
13019	23/4/2021 1:00 PM	38	32	20	5	
13026	12/4/2021 5:00	1	1	27	6	1
1584	23/4/2021 2:00 PM	51	33	11	3	22
1585	23/4/2021 1:00 PM			4	1	4
13017	23/4/2021 1:00 PM	46	45	15	6	
13020	23/4/2021 1:00 PM	18	13	4	2	
13013	23/4/2021 1:00 PM	37	37	18	10	
13014	23/4/2021 1:00 PM	49	37		5	
13252	23/4/2021 2:00 PM	86	102	1		5
8767	27/4/2021 10:00 AM	70				
8688	27/4/2021 10:00 AM	74				
8641	27/4/2021 10:00 AM	85		7.4	0.1	5.6
13012	27/4/2021 10:00 AM	30	24	7	3	11
12488	27/4/2021 11:00 AM				9	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	27/4/2021 10:00 AM	76	140	13	5	8
13250	27/4/2021 11:00 AM	29	1	1	35	66
5507	27/4/2021 10:00 AM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	27/4/2021 10:00 AM	20	18	3	3	2
12957	27/4/2021 10:00 AM	18	19	4	30	8
13015	27/4/2021 9:00 AM	59	53	39	36	
13018	27/4/2021 9:00 AM	16	11	10	3	
13019	27/4/2021 10:00 AM	28	21	26	9	
13026	12/4/2021 5:00	1	1	27	6	1
1584	27/4/2021 10:00 AM	32	21	11	2	22
1585	27/4/2021 10:00 AM			2	1	4
13017	27/4/2021 10:00 AM	51	51	13	8	
13020	27/4/2021 9:00 AM	18	13	8	3	
13013	27/4/2021 9:00 AM	63	57	21	15	
13014	27/4/2021 9:00 AM	43	29		9	
13252	27/4/2021 11:00 AM	51	52	1		7
8767	29/4/2021 12:00 PM	74				
8688	29/4/2021 1:00 PM	34				
8641	29/4/2021 12:00 PM	74		7.8	0.1	5.1
13012	29/4/2021 1:00 PM	19	16	3	1	11
12488	29/4/2021 1:00 PM				5	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	29/4/2021 12:00 PM	53	52	9	2	18
13250	29/4/2021 1:00 PM	29	1	1	37	64
5507	29/4/2021 12:00 PM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	29/4/2021 12:00 PM	27	25	2	2	2
12957	29/4/2021 1:00 PM	35	33	2	3	2
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	29/4/2021 1:00 PM	42	34	11	3	28
1585	29/4/2021 12:00 PM			2	1	4
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	29/4/2021 11:00 AM	30	21		5	
13252	29/4/2021 1:00 PM	60	107	1		6
8767	27/4/2021 7:00 PM	78				
8688	2/5/2021 8:00	131				
8641	2/5/2021 8:00	76		8.7	0.2	4.6
13012	29/4/2021 5:00 PM	19	17	3	1	11
12488	29/4/2021 5:00 PM				5	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	29/4/2021 5:00 PM	91	108	11	3	7
13250	29/4/2021 5:00 PM	29	1	2	44	66
5507	29/4/2021 4:00 PM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	29/4/2021 5:00 PM	30	28	3	2	2
12957	29/4/2021 5:00 PM	44	38	5	3	2
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	29/4/2021 5:00 PM	40	34	11	3	24
1585	29/4/2021 5:00 PM			1	1	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	29/4/2021 2:00 PM	27	19		5	
13252	29/4/2021 5:00 PM	57	107	1		2
8767	5/5/2021 7:00	91				
8688	5/5/2021 8:00	33				
8641	5/5/2021 7:00	74		8.7	0.2	4.6
13012	5/5/2021 7:00	25	17	4	2	12
12488	5/5/2021 8:00				8	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	5/5/2021 7:00	153	85	12	3	12
13250	5/5/2021 3:00		1	3	34	53
5507	29/4/2021 5:00 PM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	5/5/2021 7:00	48	51	4	1	2
12957	5/5/2021 7:00	49	39	6	4	1
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	4/5/2021 23:00	58	33	11	1	24
1585	5/5/2021 8:00			7	7	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	4/5/2021 20:00	41	29		5	
13252	5/5/2021 3:00	40	37	1		2
8767	10/5/2021 12:00	55				
8688	10/5/2021 12:00	53				
8641	10/5/2021 12:00	112		6.4	0.1	4.1
13012	10/5/2021 13:00	40	31	7	3	12
12488	10/5/2021 13:00				7	
13251	26/2/2021 3:00 PM	1	1	50	12	1
12976	10/5/2021 12:00	76	68	7	1	7
13250	10/5/2021 13:00		1	1	34	55
5507	29/4/2021 5:00 PM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	10/5/2021 1:00	39	39	13	1	1
12957	10/5/2021 1:00	37	34	2	6	1
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	5/5/2021 1:00	58	33	10	1	23
1585	10/5/2021 12:00			1	1	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	10/5/2021 13:00	87	113	1		2
8767	11/5/2021 13:00	70				
8688	11/5/2021 13:00	58				
8641	11/5/2021 13:00	117		7.4	0.1	3.6
13012	11/5/2021 13:00	52	37	6	3	12
12488	11/5/2021 13:00				6	
13251	26/2/2021 3:00 PM	0	0	0	0	0
12976	11/5/2021 5:00	50	39	5	1	7
13250	10/5/2021 16:00		1	1	34	55
5507	29/4/2021 5:00 PM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	11/5/2021 2:00	41	39	5	1	1
12957	11/5/2021 5:00	56	40	2	7	1
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	5/5/2021 1:00	58	33	10	1	23
1585	11/5/2021 13:00			1	1	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	11/5/2021 13:00	73	73	1		2
8767	13/5/2021 6:00 PM	57				
8688	11/5/2021 22:00	14				
8641	13/5/2021 5:00 PM	61		7.4	0.2	4.6
13012	13/5/2021 6:00 PM	33	30	5	2	12
12488	13/5/2021 6:00 PM				7	
13251	26/2/2021 3:00 PM	0	0	0	0	0
12976	13/5/2021 1:00 PM	70	63	12	2	7
13250	13/5/2021 6:00 PM	21	1	2	34	53
5507	29/4/2021 5:00 PM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	13/5/2021 10:00 AM	50	59	15	2	1
12957	13/5/2021 5:00 PM	30	26	6	6	1
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	5/5/2021 1:00	58	33	10	1	23
1585	13/5/2021 6:00 PM			1	1	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	13/5/2021 6:00 PM	75	103	1		2
8767	15/5/2021 12:00 PM	38				
8688	14/5/2021 8:00 PM	89				
8641	15/5/2021 1:00 PM	97		6	0.1	4.1
13012	15/5/2021 1:00 PM	11	13	5	2	12
12488	15/5/2021 1:00 PM				5	
13251	26/2/2021 3:00 PM	0	0	0	0	0
12976	15/5/2021 1:00 PM	44	49	5	1	7
13250	15/5/2021 1:00 PM	21	1	1	32	53
5507	29/4/2021 5:00 PM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	15/5/2021 3:00 AM	23	25	6	1	4
12957	15/5/2021 6:00 AM	23	23	2	7	1
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	5/5/2021 1:00	58	33	10	1	23
1585	15/5/2021 12:00 PM			1	1	5
13017	27/4/2021 4:00 PM	41	37	18	17	
13020	27/4/2021 4:00 PM	32	27	7	3	
13013	27/4/2021 4:00 PM	74	63	19	12	
13014	5/5/2021 14:00	18	12		5	
13252	15/5/2021 1:00 PM	76	84	1		2
8767	18/5/2021 8:00 AM	61				
8688	18/5/2021 9:00 AM	45				
8641	18/5/2021 9:00 AM	53		6.4	0.1	4.6
13012	18/5/2021 9:00 AM	20	20	6	2	13
12488	18/5/2021 9:00 AM				7	
13251	26/2/2021 3:00 PM	0	0	0	0	0
12976	18/5/2021 1:00 AM	19	18	5	2	7
13250	18/5/2021 9:00 AM	2	1	2	47	52
5507	29/4/2021 5:00 PM					
11778	22/3/2021 1:00 PM	45	50	4	98	10
12958	18/5/2021 2:00 AM	23	24	7	1	7
12957	18/5/2021 9:00 AM	24	23	1	7	2
13015	27/4/2021 3:00 PM	91	65	37	29	
13018	27/4/2021 4:00 PM	36	23	6	4	
13019	27/4/2021 4:00 PM	60	45	28	13	
13026	12/4/2021 5:00	1	1	27	6	1
1584	5/5/2021 1:00	58	33	10	1	23
